4297768594 9428 0 3
4297768607 0 0 0
4297768620 0 0 0
4297768633 0 0 0
4297768646 0 0 0
4297768659 0 0 0
4297768672 0 0 0
4297768685 0 0 0
4297768698 0 0 0
4297768711 0 0 0
4297768724 0 0 0
4297768737 0 0 0
4297768750 0 0 0
4297768763 0 0 0
4297768776 0 0 0
4297768789 0 0 0
4297768802 0 0 0
4297768815 0 0 0
4297768828 0 0 0
4297768841 7425 0 3
4297768854 0 0 0
4297768867 0 0 0
4297768880 0 0 0
4297768893 0 0 0
4297768906 0 0 0
4297768919 0 0 0
4297768932 0 0 0
4297768945 0 0 0
4297768958 0 0 0
4297768971 0 0 0
4297768984 0 0 0
4297768997 0 0 0
4297769010 0 0 0
4297769023 0 0 0
4297769036 0 0 0
4297769049 0 0 0
4297769062 0 0 0
4297769075 0 0 0
4297769088 260 0 1
4297769101 5787 0 2
4297769114 0 0 0
4297769127 0 0 0
4297769140 0 0 0
4297769153 0 0 0
4297769166 0 0 0
4297769179 0 0 0
4297769192 0 0 0
4297769205 0 0 0
4297769218 0 0 0
4297769231 0 0 0
4297769244 0 0 0
4297769257 0 0 0
4297769270 0 0 0
4297769283 0 0 0
4297769296 0 0 0
4297769309 0 0 0
4297769322 0 0 0
4297769335 0 0 0
4297769348 5055 0 2
4297769361 0 0 0
4297769374 0 0 0
4297769387 0 0 0
4297769400 0 0 0
4297769413 0 0 0
4297769426 0 0 0
4297769439 0 0 0
4297769452 0 0 0
4297769465 0 0 0
4297769478 0 0 0
4297769491 0 0 0
4297769504 0 0 0
4297769517 0 0 0
4297769530 0 0 0
4297769543 0 0 0
4297769556 0 0 0
4297769569 0 0 0
4297769582 0 0 0
4297769595 4100 0 2
4297769608 0 0 0
4297769621 0 0 0
4297769634 0 0 0
4297769647 0 0 0
4297769660 0 0 0
4297769673 0 0 0
4297769686 0 0 0
4297769699 0 0 0
4297769712 0 0 0
4297769725 0 0 0
4297769738 0 0 0
4297769751 0 0 0
4297769764 0 0 0
4297769777 0 0 0
4297769790 0 0 0
4297769803 0 0 0
4297769816 0 0 0
4297769829 0 0 0
4297769842 0 0 0
4297769855 3438 0 1
4297769868 0 0 0
4297769881 0 0 0
4297769894 0 0 0
4297769907 0 0 0
4297769920 0 0 0
4297769933 0 0 0
4297769946 0 0 0
4297769959 0 0 0
4297769972 0 0 0
4297769985 0 0 0
4297769998 0 0 0
4297770011 0 0 0
4297770024 0 0 0
4297770037 0 0 0
4297770050 0 0 0
4297770063 0 0 0
4297770076 0 0 0
4297770089 0 0 0
4297770102 2807 0 2
4297770115 0 0 0
4297770128 0 0 0
4297770141 0 0 0
4297770154 0 0 0
4297770167 0 0 0
4297770180 0 0 0
4297770193 0 0 0
4297770206 0 0 0
4297770219 0 0 0
4297770232 0 0 0
4297770245 0 0 0
4297770258 0 0 0
4297770271 0 0 0
4297770284 0 0 0
4297770297 0 0 0
4297770310 0 0 0
4297770323 0 0 0
4297770336 0 0 0
4297770349 2315 0 1
4297770362 0 0 0
4297770375 0 0 0
4297770388 0 0 0
4297770401 0 0 0
4297770414 0 0 0
4297770427 0 0 0
4297770440 0 0 0
4297770453 0 0 0
4297770466 0 0 0
4297770479 0 0 0
4297770492 0 0 0
4297770505 0 0 0
4297770518 0 0 0
4297770531 0 0 0
4297770544 0 0 0
4297770557 0 0 0
4297770570 0 0 0
4297770583 0 0 0
4297770596 0 0 0
4297770609 1874 0 1
4297770622 0 0 0
4297770635 0 0 0
4297770648 0 0 0
4297770661 0 0 0
4297770674 0 0 0
4297770687 0 0 0
4297770700 0 0 0
4297770713 0 0 0
4297770726 0 0 0
4297770739 0 0 0
4297770752 0 0 0
4297770765 0 0 0
4297770778 0 0 0
4297770791 0 0 0
4297770804 0 0 0
4297770817 0 0 0
4297770830 0 0 0
4297770843 0 0 0
4297770856 1602 0 1
4297770869 0 0 0
4297770882 0 0 0
4297770895 0 0 0
4297770908 0 0 0
4297770921 0 0 0
4297770934 0 0 0
4297770947 0 0 0
4297770960 0 0 0
4297770973 0 0 0
4297770986 0 0 0
4297770999 0 0 0
4297771012 0 0 0
4297771025 0 0 0
4297771038 0 0 0
4297771051 0 0 0
4297771064 0 0 0
4297771077 0 0 0
4297771090 0 0 0
4297771103 1252 0 1
4297771116 0 0 0
4297771129 0 0 0
4297771142 0 0 0
4297771155 0 0 0
4297771168 0 0 0
4297771181 0 0 0
4297771194 0 0 0
4297771207 0 0 0
4297771220 0 0 0
4297771233 0 0 0
4297771246 0 0 0
