4294946072 34833 1 19
4294946085 22779 0 11
4294946098 0 0 0
4294946111 0 0 0
4294946124 0 0 0
4294946137 0 0 0
4294946150 0 0 0
4294946163 0 0 0
4294946176 0 0 0
4294946189 0 0 0
4294946202 0 0 0
4294946215 0 0 0
4294946228 0 0 0
4294946241 0 0 0
4294946254 0 0 0
4294946267 0 0 0
4294946280 0 0 0
4294946293 0 0 0
4294946306 0 0 0
4294946319 6609 0 4
4294946332 2809 0 1
4294946345 22849 0 12
4294946358 14683 0 7
4294946371 0 0 0
4294946384 0 0 0
4294946397 0 0 0
4294946410 0 0 0
4294946423 0 0 0
4294946436 0 0 0
4294946449 0 0 0
4294946462 0 0 0
4294946475 0 0 0
4294946488 0 0 0
4294946501 0 0 0
4294946514 0 0 0
4294946527 0 0 0
4294946540 0 0 0
4294946553 0 0 0
4294946566 0 0 0
4294946579 9073 0 4
4294946592 0 0 0
4294946605 5452 0 2
4294946618 25368 0 14
4294946631 59 0 0
4294946644 0 0 0
4294946657 0 0 0
4294946670 0 0 0
4294946683 0 0 0
4294946696 0 0 0
4294946709 0 0 0
4294946722 0 0 0
4294946735 0 0 0
4294946748 0 0 0
4294946761 0 0 0
4294946774 0 0 0
4294946787 0 0 0
4294946800 0 0 0
4294946813 0 0 0
4294946826 2397 0 2
4294946839 6338 0 3
4294946852 0 0 0
4294946865 0 0 0
4294946879 20947 0 11
4294946892 4542 0 2
4294946905 0 0 0
4294946918 0 0 0
4294946931 0 0 0
4294946944 0 0 0
4294946957 0 0 0
4294946970 0 0 0
4294946983 0 0 0
4294946996 0 0 0
4294947009 0 0 0
4294947022 0 0 0
4294947035 0 0 0
4294947048 0 0 0
4294947061 0 0 0
4294947074 0 0 0
4294947087 8442 0 4
4294947100 0 0 0
4294947113 0 0 0
4294947126 0 0 0
4294947139 11482 0 8
4294947152 9812 0 6
4294947165 0 0 0
4294947178 0 0 0
4294947191 0 0 0
4294947204 0 0 0
4294947217 0 0 0
4294947230 0 0 0
4294947243 0 0 0
4294947256 0 0 0
